cell_line__name,factor__name,is_correcting,strain__name,cell_pop__name,paper__reference,cell_type__name,paper__pmid,paper__journal__name,name,disease_state__name,link,unique_id,species__name,tissue_type__name,paper__lab
iPS cells,ATAC-seq,False,,,"Kawata M, et al. Simple and Robust Differentiation of Human Pluripotent Stem Cells toward Chondrocytes by Two Small-Molecule Compounds. Stem Cell Reports ",iPSC,31402337.0,Stem Cell Reports,ATAC DAY 5-2,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2934671,GSM2934671,Homo sapiens,Foreskin,Saito T
iPS cells,ATAC-seq,False,,,"Kawata M, et al. Simple and Robust Differentiation of Human Pluripotent Stem Cells toward Chondrocytes by Two Small-Molecule Compounds. Stem Cell Reports ",iPSC,31402337.0,Stem Cell Reports,ATAC DAY 5-1,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2934670,GSM2934670,Homo sapiens,Foreskin,Saito T
iPS cells,ATAC-seq,False,,,"Kawata M, et al. Simple and Robust Differentiation of Human Pluripotent Stem Cells toward Chondrocytes by Two Small-Molecule Compounds. Stem Cell Reports ",iPSC,31402337.0,Stem Cell Reports,ATAC DAY 4-2,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2934669,GSM2934669,Homo sapiens,Foreskin,Saito T
iPS cells,ATAC-seq,False,,,"Kawata M, et al. Simple and Robust Differentiation of Human Pluripotent Stem Cells toward Chondrocytes by Two Small-Molecule Compounds. Stem Cell Reports ",iPSC,31402337.0,Stem Cell Reports,ATAC DAY 3-2,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2934667,GSM2934667,Homo sapiens,Foreskin,Saito T
iPS cells,ATAC-seq,False,,,"Kawata M, et al. Simple and Robust Differentiation of Human Pluripotent Stem Cells toward Chondrocytes by Two Small-Molecule Compounds. Stem Cell Reports ",iPSC,31402337.0,Stem Cell Reports,ATAC DAY 2-2,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2934665,GSM2934665,Homo sapiens,Foreskin,Saito T
iPS cells,ATAC-seq,False,,,"Kawata M, et al. Simple and Robust Differentiation of Human Pluripotent Stem Cells toward Chondrocytes by Two Small-Molecule Compounds. Stem Cell Reports ",iPSC,31402337.0,Stem Cell Reports,ATAC DAY 0-1,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2934662,GSM2934662,Homo sapiens,Foreskin,Saito T
,ATAC-seq,False,,,"Mercado N, et al. IRF2 is a master regulator of human keratinocyte stem cell fate. Nat Commun ",Keratinocyte,31611556.0,Nat Commun,O_ATAC_2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4025765,GSM4025765,Homo sapiens,,Kirkland S
Brx07,ATAC-seq,False,,,"Klotz R, et al. Circulating tumor cells exhibit metastatic tropism and reveal brain metastasis drivers. Cancer Discov ",,31601552.0,Cancer Discov,ATAC-SEQ_BRX07_LUNG_METS_77_1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3089849,GSM3089849,Homo sapiens,Lung,Yu M
,ATAC-seq,False,H9,,,Neural Stem Cell,,,"ATAC-SEQ REPLICATE 3 (""P15-1"")",,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4191897,GSM4191897,Homo sapiens,,
,ATAC-seq,False,H9,,,Neural Stem Cell,,,"ATAC-SEQ REPLICATE 2 (""P5-2"")",,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4191896,GSM4191896,Homo sapiens,,
,ATAC-seq,False,H9,,,Neural Stem Cell,,,"ATAC-SEQ REPLICATE 1 (""P5-1"")",,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4191895,GSM4191895,Homo sapiens,,
HFF,ATAC-seq,False,,HFF,"Oomen ME, et al. CTCF sites display cell cycle-dependent dynamics in factor binding and nucleosome positioning. Genome Res. ",Fibroblast,30655336.0,Genome Res.,HFF MITOTIC CHROMATIN ATAC-SEQ R2T3,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3462862,GSM3462862,Homo sapiens,Foreskin,Dekker J
,ATAC-seq,False,Human,HAEC,"Krause MD, et al. Genetic variant at coronary artery disease and ischemic stroke locus 1p32.2 regulates endothelial responses to hemodynamics. Proc. Natl. Acad. Sci. U.S.A. ",Endothelial Cell,30429326.0,Proc. Natl. Acad. Sci. U.S.A.,ATAC-SEQ HAEC DF,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM3067769,GSM3067769,Homo sapiens,,Fang Y
