cell_line__name,factor__name,is_correcting,strain__name,cell_pop__name,paper__reference,cell_type__name,paper__pmid,paper__journal__name,name,disease_state__name,link,unique_id,species__name,tissue_type__name,paper__lab
,H3K27ac,False,,,"Chapuy B, et al. Discovery and characterization of super-enhancer-associated dependencies in diffuse large B cell lymphoma. Cancer Cell 2013",B Lymphocyte,24332044.0,Cancer Cell,P397_H3K27AC,Diffuse Large B-cell Lymphoma (DLBCL) ,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1254214,GSM1254214,Homo sapiens,Bone Marrow,Bradner JE
Jurkat,H3K27ac,False,,,"Kwiatkowski N, et al. Targeting transcription regulation in cancer with a covalent CDK7 inhibitor. Nature 2014",T Lymphocyte,25043025.0,Nature,H3K27AC_CHIPSEQ,Acute T Cell Leukemia,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1296384,GSM1296384,Homo sapiens,Blood,Gray NS
,H3K27ac,False,,CD14+,"Schmidl C, et al. Transcription and enhancer profiling in human monocyte subsets. Blood 2014",Monocyte,24671955.0,Blood,H3K27AC CD14+CD16- DONOR D,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM995356,GSM995356,Homo sapiens,Blood,FANTOM consortium
,H3K27ac,False,,CD19+,"Andersson R, et al. An atlas of active enhancers across human cell types and tissues. Nature 2014",B Lymphocyte,24670763.0,Nature,CD19 H3K27AC DONOR A,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM998996,GSM998996,Homo sapiens,Blood,Sandelin A
,H3K27ac,False,,CD8+,"Andersson R, et al. An atlas of active enhancers across human cell types and tissues. Nature 2014",T Lymphocyte,24670763.0,Nature,CD8 H3K27AC DONOR A,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM999000,GSM999000,Homo sapiens,Blood,Sandelin A
,H3K27ac,False,,CD8+,"Andersson R, et al. An atlas of active enhancers across human cell types and tissues. Nature 2014",T Lymphocyte,24670763.0,Nature,CD8 H3K27AC DONOR C,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM999001,GSM999001,Homo sapiens,Blood,Sandelin A
,H3K27ac,False,,CD56+,"Andersson R, et al. An atlas of active enhancers across human cell types and tissues. Nature 2014",Natural Killer Cell,24670763.0,Nature,NK H3K27AC DONOR A,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM999008,GSM999008,Homo sapiens,Blood,Sandelin A
,H3K27ac,False,,CD56+,"Andersson R, et al. An atlas of active enhancers across human cell types and tissues. Nature 2014",Natural Killer Cell,24670763.0,Nature,NK H3K27AC DONOR C,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM999009,GSM999009,Homo sapiens,Blood,Sandelin A
,H3K27ac,False,,,"Schmidl C, et al. The enhancer and promoter landscape of human regulatory and conventional T-cell subpopulations. Blood 2014",T Lymphocyte,24671953.0,Blood,H3K27AC_TCONVRA+ C,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1056942,GSM1056942,Homo sapiens,Blood,FANTOM consortium
,H3K27ac,False,,HUVEC,"Inoue T, et al. Cross-enhancement of ANGPTL4 transcription by HIF1 alpha and PPAR beta/delta is the result of the conformational proximity of two response elements. Genome Biol. 2014",Endothelial Cell,24721177.0,Genome Biol.,HUVEC_H3K27AC DMSO 24HR NORMOXIA REPLICATE 2,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1214674,GSM1214674,Homo sapiens,Umbilical Vein,Wada Y
,H3K27ac,False,,HUVEC,"Inoue T, et al. Cross-enhancement of ANGPTL4 transcription by HIF1 alpha and PPAR beta/delta is the result of the conformational proximity of two response elements. Genome Biol. 2014",Endothelial Cell,24721177.0,Genome Biol.,HUVEC_H3K27AC PPARΒ/ΔAGONIST 24HR NORMOXIA REPLICATE 2,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1214675,GSM1214675,Homo sapiens,Umbilical Vein,Wada Y
,H3K27ac,False,,HUVEC,"Inoue T, et al. Cross-enhancement of ANGPTL4 transcription by HIF1 alpha and PPAR beta/delta is the result of the conformational proximity of two response elements. Genome Biol. 2014",Endothelial Cell,24721177.0,Genome Biol.,HUVEC_H3K27AC DMSO 24HR HYPOXIA REPLICATE 2,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1214676,GSM1214676,Homo sapiens,Umbilical Vein,Wada Y
,H3K27ac,False,,HUVEC,"Inoue T, et al. Cross-enhancement of ANGPTL4 transcription by HIF1 alpha and PPAR beta/delta is the result of the conformational proximity of two response elements. Genome Biol. 2014",Endothelial Cell,24721177.0,Genome Biol.,HUVEC_H3K27AC PPARΒ/ΔAGONIST 24HR HYPOXIA REPLICATE 2,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1214677,GSM1214677,Homo sapiens,Umbilical Vein,Wada Y
,H3K27ac,False,,HUVEC,"Inoue T, et al. Cross-enhancement of ANGPTL4 transcription by HIF1 alpha and PPAR beta/delta is the result of the conformational proximity of two response elements. Genome Biol. 2014",Endothelial Cell,24721177.0,Genome Biol.,HUVEC_H3K27AC PPARΒ/ΔAGONIST 24HR NORMOXIA REPLICATE 1,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1226370,GSM1226370,Homo sapiens,Umbilical Vein,Wada Y
,H3K27ac,False,,HUVEC,"Inoue T, et al. Cross-enhancement of ANGPTL4 transcription by HIF1 alpha and PPAR beta/delta is the result of the conformational proximity of two response elements. Genome Biol. 2014",Endothelial Cell,24721177.0,Genome Biol.,HUVEC_H3K27AC PPARΒ/ΔAGONIST 24HR HYPOXIA REPLICATE 1,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1226371,GSM1226371,Homo sapiens,Umbilical Vein,Wada Y
VCaP,H3K27ac,False,,,"Asangani IA, et al. Therapeutic targeting of BET bromodomain proteins in castration-resistant prostate cancer. Nature 2014",Epithelium,24759320.0,Nature,H3K27AC,Prostatic Adenocarcinoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1328982,GSM1328982,Homo sapiens,Prostate,Chinnaiyan AM
HeLa-S3,H3K27ac,False,,,"ENCODE Project Consortium , et al. An integrated encyclopedia of DNA elements in the human genome. Nature 2012",Epithelium,22955616.0,Nature,BERNSTEIN_HELA-S3_H3K27AC,Cervical Adenocarcinoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM733684,GSM733684,Homo sapiens,Cervix,ENCODE Project Consortium
,H3K27ac,False,,HUVEC,"ENCODE Project Consortium , et al. An integrated encyclopedia of DNA elements in the human genome. Nature 2012",Endothelial Cell,22955616.0,Nature,BERNSTEIN_HUVEC_H3K27AC,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM733691,GSM733691,Homo sapiens,Umbilical Vein,ENCODE Project Consortium
NHDF-Ad,H3K27ac,False,,,"ENCODE Project Consortium , et al. An integrated encyclopedia of DNA elements in the human genome. Nature 2012",Fibroblast,22955616.0,Nature,BERNSTEIN_NHDF-AD_H3K27AC,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM733662,GSM733662,Homo sapiens,Skin,ENCODE Project Consortium
NHLF,H3K27ac,False,,,"ENCODE Project Consortium , et al. An integrated encyclopedia of DNA elements in the human genome. Nature 2012",Fibroblast,22955616.0,Nature,BERNSTEIN_NHLF_H3K27AC,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM733646,GSM733646,Homo sapiens,Lung,ENCODE Project Consortium
,H3K27ac,False,,HUVEC,"Brown JD, et al. NF-κB directs dynamic super enhancer formation in inflammation and atherogenesis. Mol. Cell 2014",Endothelial Cell,25263595.0,Mol. Cell,EC_H3K27AC_CON,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1305204,GSM1305204,Homo sapiens,Umbilical Vein,Plutzky J
,H3K27ac,False,,HUVEC,"Brown JD, et al. NF-κB directs dynamic super enhancer formation in inflammation and atherogenesis. Mol. Cell 2014",Endothelial Cell,25263595.0,Mol. Cell,EC_H3K27AC_TNF,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1305205,GSM1305205,Homo sapiens,Umbilical Vein,Plutzky J
GM12878,H3K27ac,False,,,"Gasper WC, et al. Fully automated high-throughput chromatin immunoprecipitation for ChIP-seq: identifying ChIP-quality p300 monoclonal antibodies. Sci Rep 2014",B Lymphocyte,24919486.0,Sci Rep,GM12878-H3K27AC-REP4-ROBOTIC-SL46200,Normal,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1333980,GSM1333980,Homo sapiens,Blood,Wold BJ
P493-6,H3K27ac,False,,,"Sabò A, et al. Selective transcriptional regulation by Myc in cellular growth control and lymphomagenesis. Nature 2014",B cell lymphoma,25043028.0,Nature,P493.H3K27AC.T24H,B-cell Lymphoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1386346,GSM1386346,Homo sapiens,,Amati B
IMR90,H3K27ac,False,,,"Sammons MA, et al. TP53 engagement with the genome occurs in distinct local chromatin environments via pioneer factor activity. Genome Res. 2015",Fibroblast,25391375.0,Genome Res.,H3K27AC CHIP (DMSO),,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1418963,GSM1418963,Homo sapiens,Lung,Berger SL
Jurkat,H3K27ac,False,,,"Mansour MR, et al. Oncogene regulation. An oncogenic super-enhancer formed through somatic mutation of a noncoding intergenic element. Science 2014",T Lymphocyte,25394790.0,Science,CHIP:H3K27AC_AB4729_JURKAT4_091914 [LAB: LOOK-DFCI],,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1519634,GSM1519634,Homo sapiens,Blood,Look AT
Jurkat,H3K27ac,False,,,"Mansour MR, et al. Oncogene regulation. An oncogenic super-enhancer formed through somatic mutation of a noncoding intergenic element. Science 2014",T Lymphocyte,25394790.0,Science,CHIP:H3K27AC_AB4729_JURKAT1_091914 [LAB: LOOK-DFCI],,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1519638,GSM1519638,Homo sapiens,Blood,Look AT
Jurkat,H3K27ac,False,,,"Mansour MR, et al. Oncogene regulation. An oncogenic super-enhancer formed through somatic mutation of a noncoding intergenic element. Science 2014",T Lymphocyte,25394790.0,Science,CHIP:H3K27AC_AB4729_JURKAT3_091914 [LAB: LOOK-DFCI],,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1519642,GSM1519642,Homo sapiens,Blood,Look AT
WIS2,H3K27ac,False,NA,,"Gafni O, et al. Derivation of novel human ground state naive pluripotent stem cells. Nature 2013",Embryonic Stem Cell,24172903.0,Nature,H3K27AC MARKS OF NAÏVE WIS2 ES STEM CELLS,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1571907,GSM1571907,Homo sapiens,,Hanna JH
WIS2,H3K27ac,False,,,"Gafni O, et al. Derivation of novel human ground state naive pluripotent stem cells. Nature 2013",Embryonic Stem Cell,24172903.0,Nature,H3K27AC MARKS OF PRIMED WIS2 ES STEM CELLS,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1571913,GSM1571913,Homo sapiens,,Hanna JH
GM18507,H3K27ac,False,,,"del Rosario RC, et al. Sensitive detection of chromatin-altering polymorphisms reveals autoimmune disease mechanisms. Nat. Methods 2015",Lymphoblastoid,25799442.0,Nat. Methods,GM18507 H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1420843,GSM1420843,Homo sapiens,Blood,Prabhakar S
GM19239,H3K27ac,False,,,"del Rosario RC, et al. Sensitive detection of chromatin-altering polymorphisms reveals autoimmune disease mechanisms. Nat. Methods 2015",Lymphoblastoid,25799442.0,Nat. Methods,GM19239 H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1420868,GSM1420868,Homo sapiens,Blood,Prabhakar S
,H3K27ac,False,,CD19+,"Koues OI, et al. Enhancer sequence variants and transcription-factor deregulation synergize to construct pathogenic regulatory circuits in B-cell lymphoma. Immunity 2015",B Lymphocyte,25607463.0,Immunity,CB3_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1523586,GSM1523586,Homo sapiens,Tonsil,Oltz EM
,H3K27ac,False,,CD19+,"Koues OI, et al. Enhancer sequence variants and transcription-factor deregulation synergize to construct pathogenic regulatory circuits in B-cell lymphoma. Immunity 2015",B Lymphocyte,25607463.0,Immunity,CC3_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1523602,GSM1523602,Homo sapiens,Tonsil,Oltz EM
,H3K27ac,False,,,"Reschen ME, et al. Lipid-induced epigenomic changes in human macrophages identify a coronary artery disease-associated variant that regulates PPAP2B Expression through Altered C/EBP-beta binding. PLoS Genet. 2015",Macrophage,25835000.0,PLoS Genet.,H3K27AC_MACROPHAGE-CONTROL_250,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1327357,GSM1327357,Homo sapiens,,O'Callaghan CA
,H3K27ac,False,,,"Reschen ME, et al. Lipid-induced epigenomic changes in human macrophages identify a coronary artery disease-associated variant that regulates PPAP2B Expression through Altered C/EBP-beta binding. PLoS Genet. 2015",Macrophage,25835000.0,PLoS Genet.,H3K27AC_MACROPHAGE-CONTROL_252,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1327358,GSM1327358,Homo sapiens,,O'Callaghan CA
,H3K27ac,False,,,"Reschen ME, et al. Lipid-induced epigenomic changes in human macrophages identify a coronary artery disease-associated variant that regulates PPAP2B Expression through Altered C/EBP-beta binding. PLoS Genet. 2015",Macrophage,25835000.0,PLoS Genet.,H3K27AC_MACROPHAGE-OXLDL_251,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1327360,GSM1327360,Homo sapiens,,O'Callaghan CA
,H3K27ac,False,,,"Kouwenhoven EN, et al. Transcription factor p63 bookmarks and regulates dynamic enhancers during epidermal differentiation. EMBO Rep. 2015",Keratinocyte,26034101.0,EMBO Rep.,H3K27AC_DAY2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1446920,GSM1446920,Homo sapiens,,Zhou H
,H3K27ac,False,,,"Pacis A, et al. Bacterial infection remodels the DNA methylation landscape of human dendritic cells. Genome Res. 2015",Dendritic Cell,26392366.0,Genome Res.,DC_NI_H3K27AC_REP2 (CHIP-SEQ),,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1565808,GSM1565808,Homo sapiens,,Barreiro LB
MDA-MB-231,H3K27ac,False,,,"Su Y, et al. Somatic Cell Fusions Reveal Extensive Heterogeneity in Basal-like Breast Cancer. Cell Rep 2015",Epithelium,26051943.0,Cell Rep,MDA231_MCF7_CHIPSEQ_H3K27AC,Cancer,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1693019,GSM1693019,Homo sapiens,Breast,Polyak K
Jurkat,H3K27ac,False,,,"Hnisz D, et al. Activation of proto-oncogenes by disruption of chromosome neighborhoods. Science 2016",T Lymphocyte,26940867.0,Science,JURKAT_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1697882,GSM1697882,Homo sapiens,Blood,Young RA
,H3K27ac,False,,,"Grubert F, et al. Genetic Control of Chromatin States in Humans Involves Local and Distal Chromosomal Interactions. Cell 2015",Lymphoblastoid,26300125.0,Cell,GM19128_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1550809,GSM1550809,Homo sapiens,,Snyder M
GM18519,H3K27ac,False,,,"Grubert F, et al. Genetic Control of Chromatin States in Humans Involves Local and Distal Chromosomal Interactions. Cell 2015",Lymphoblastoid,26300125.0,Cell,GM18519_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1550833,GSM1550833,Homo sapiens,,Snyder M
GM18520,H3K27ac,False,,,"Grubert F, et al. Genetic Control of Chromatin States in Humans Involves Local and Distal Chromosomal Interactions. Cell 2015",Lymphoblastoid,26300125.0,Cell,GM18520_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1550864,GSM1550864,Homo sapiens,,Snyder M
GM19116,H3K27ac,False,,,"Grubert F, et al. Genetic Control of Chromatin States in Humans Involves Local and Distal Chromosomal Interactions. Cell 2015",Lymphoblastoid,26300125.0,Cell,GM19116_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1550883,GSM1550883,Homo sapiens,,Snyder M
GM18502,H3K27ac,False,,,"Grubert F, et al. Genetic Control of Chromatin States in Humans Involves Local and Distal Chromosomal Interactions. Cell 2015",Lymphoblastoid,26300125.0,Cell,GM18502_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1550925,GSM1550925,Homo sapiens,,Snyder M
GM18916,H3K27ac,False,,,"Grubert F, et al. Genetic Control of Chromatin States in Humans Involves Local and Distal Chromosomal Interactions. Cell 2015",Lymphoblastoid,26300125.0,Cell,GM18916_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1550984,GSM1550984,Homo sapiens,,Snyder M
HeLa,H3K27ac,False,,,"Lai F, et al. Integrator mediates the biogenesis of enhancer RNAs. Nature 2015",Epithelium,26308897.0,Nature,CTRL_EGF_K27_REP1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1670865,GSM1670865,Homo sapiens,Cervix,Shiekhattar R
HeLa,H3K27ac,False,,,"Lai F, et al. Integrator mediates the biogenesis of enhancer RNAs. Nature 2015",Epithelium,26308897.0,Nature,DOX_EGF_K27_REP1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1670867,GSM1670867,Homo sapiens,Cervix,Shiekhattar R
HeLa,H3K27ac,False,,,"Lai F, et al. Integrator mediates the biogenesis of enhancer RNAs. Nature 2015",Epithelium,26308897.0,Nature,CTRL_K27_REP2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1670868,GSM1670868,Homo sapiens,Cervix,Shiekhattar R
HeLa,H3K27ac,False,,,"Lai F, et al. Integrator mediates the biogenesis of enhancer RNAs. Nature 2015",Epithelium,26308897.0,Nature,DOX_K27_REP2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1670870,GSM1670870,Homo sapiens,Cervix,Shiekhattar R
HeLa,H3K27ac,False,,,"Lai F, et al. Integrator mediates the biogenesis of enhancer RNAs. Nature 2015",Epithelium,26308897.0,Nature,DOX_EGF_K27_REP2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1670871,GSM1670871,Homo sapiens,Cervix,Shiekhattar R
,H3K27ac,False,,CD14+,"Pacheco MP, et al. Integrated metabolic modelling reveals cell-type specific epigenetic control points of the macrophage metabolic network. BMC Genomics 2015",Macrophage,26480823.0,BMC Genomics,DONOR 3 - H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1681924,GSM1681924,Homo sapiens,,Sauter T
HeLa,H3K27ac,False,,,"Kuznetsova T, et al. Glucocorticoid receptor and nuclear factor kappa-b affect three-dimensional chromatin organization. Genome Biol. 2015",Epithelium,26619937.0,Genome Biol.,H3K27AC_DMSO,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1517089,GSM1517089,Homo sapiens,Cervix,Stunnenberg HG
HeLa,H3K27ac,False,,,"Kuznetsova T, et al. Glucocorticoid receptor and nuclear factor kappa-b affect three-dimensional chromatin organization. Genome Biol. 2015",Epithelium,26619937.0,Genome Biol.,H3K27AC_TA+TNFΑ,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1517090,GSM1517090,Homo sapiens,Cervix,Stunnenberg HG
,H3K27ac,False,,CD4+,"Arvey A, et al. Genetic and epigenetic variation in the lineage specification of regulatory T cells. Elife 2015",Activated Treg,26510014.0,Elife,ATREG_D204_BATCH4,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1893223,GSM1893223,Homo sapiens,,Rudensky AY
,H3K27ac,False,,,"Bao X, et al. A novel ATAC-seq approach reveals lineage-specific reinforcement of the open chromatin landscape via cooperation between BAF and p63. Genome Biol. 2015",Keratinocyte,26683334.0,Genome Biol.,H3K27AC_CHIP_BAFI,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1645724,GSM1645724,Homo sapiens,,Khavari PA
,H3K27ac,False,,,"Bao X, et al. A novel ATAC-seq approach reveals lineage-specific reinforcement of the open chromatin landscape via cooperation between BAF and p63. Genome Biol. 2015",Keratinocyte,26683334.0,Genome Biol.,H3K27AC_CHIP_CTRLI,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1645725,GSM1645725,Homo sapiens,,Khavari PA
,H3K27ac,False,naive,,"Ji X, et al. 3D Chromosome Regulatory Landscape of Human Pluripotent Cells. Cell Stem Cell 2016",Embryonic Stem Cell,26686465.0,Cell Stem Cell,NAIVE_H3K27AC_R1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1705251,GSM1705251,Homo sapiens,Embryo,Young RA
,H3K27ac,False,R1,,"Ji X, et al. 3D Chromosome Regulatory Landscape of Human Pluripotent Cells. Cell Stem Cell 2016",Embryonic Stem Cell,26686465.0,Cell Stem Cell,PRIMED_H3K27AC_R1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1705260,GSM1705260,Homo sapiens,Embryo,Young RA
,H3K27ac,False,,CD8+,"Limbach M, et al. Epigenetic profiling in CD4+ and CD8+ T cells from Graves' disease patients reveals changes in genes associated with T cell receptor signaling. J. Autoimmun. 2015",T Lymphocyte,26459776.0,J. Autoimmun.,GDNA_CD8_H3K27AC_GRAVES_REP3,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1847877,GSM1847877,Homo sapiens,Blood,Peterson P
,H3K27ac,False,,CD8+,"Limbach M, et al. Epigenetic profiling in CD4+ and CD8+ T cells from Graves' disease patients reveals changes in genes associated with T cell receptor signaling. J. Autoimmun. 2015",T Lymphocyte,26459776.0,J. Autoimmun.,GDNA_CD8_H3K27AC_CONTROL_REP4,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1847884,GSM1847884,Homo sapiens,Blood,Peterson P
,H3K27ac,False,,CD8+,"Limbach M, et al. Epigenetic profiling in CD4+ and CD8+ T cells from Graves' disease patients reveals changes in genes associated with T cell receptor signaling. J. Autoimmun. 2015",T Lymphocyte,26459776.0,J. Autoimmun.,GDNA_CD8_H3K27AC_GRAVES_REP8,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1847893,GSM1847893,Homo sapiens,Blood,Peterson P
,H3K27ac,False,,CD8+,"Limbach M, et al. Epigenetic profiling in CD4+ and CD8+ T cells from Graves' disease patients reveals changes in genes associated with T cell receptor signaling. J. Autoimmun. 2015",T Lymphocyte,26459776.0,J. Autoimmun.,GDNA_CD8_H3K27AC_GRAVES_REP11,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1847905,GSM1847905,Homo sapiens,Blood,Peterson P
,H3K27ac,False,,CD8+,"Limbach M, et al. Epigenetic profiling in CD4+ and CD8+ T cells from Graves' disease patients reveals changes in genes associated with T cell receptor signaling. J. Autoimmun. 2015",T Lymphocyte,26459776.0,J. Autoimmun.,GDNA_CD8_H3K27AC_GRAVES_REP13,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1847914,GSM1847914,Homo sapiens,Blood,Peterson P
MD-901,H3K27ac,False,,,"Jiang Y, et al. CREBBP Inactivation Promotes the Development of HDAC3-Dependent Lymphomas. Cancer Discov 2016",B Lymphocyte,27733359.0,Cancer Discov,MD901_3752_1_K27AC,B-cell Lymphoma,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2100292,GSM2100292,Homo sapiens,,Melnick AM
,H3K27ac,False,,,"Torres CM, et al. The linker histone H1.0 generates epigenetic and functional intratumor heterogeneity. Science 2016",Fibroblast,27708074.0,Science,SHH1.0-2 NT H3K27AC BIOLOGICAL REPLICATE 2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1898299,GSM1898299,Homo sapiens,Skin,Scaffidi P
,H3K27ac,False,,,"Torres CM, et al. The linker histone H1.0 generates epigenetic and functional intratumor heterogeneity. Science 2016",Fibroblast,27708074.0,Science,SHH1.0-1 NT H3K27AC BIOLOGICAL REPLICATE 2,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1898293,GSM1898293,Homo sapiens,Skin,Scaffidi P
,H3K27ac,False,,,"Torres CM, et al. The linker histone H1.0 generates epigenetic and functional intratumor heterogeneity. Science 2016",Fibroblast,27708074.0,Science,SHH1.0-1 NT H3K27AC BIOLOGICAL REPLICATE 1,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1898290,GSM1898290,Homo sapiens,Skin,Scaffidi P
,H3K27ac,False,naive,,"Novakovic B, et al. β-Glucan Reverses the Epigenetic State of LPS-Induced Immunological Tolerance. Cell 2016",Monocyte,27863248.0,Cell,RPMI_1H_REP2_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2263044,GSM2263044,Homo sapiens,Blood,Stunnenberg HG
,H3K27ac,False,,,"Novakovic B, et al. β-Glucan Reverses the Epigenetic State of LPS-Induced Immunological Tolerance. Cell 2016",Monocyte,27863248.0,Cell,D0_REP1_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2263036,GSM2263036,Homo sapiens,Blood,Stunnenberg HG
,H3K27ac,False,NA,,"Novakovic B, et al. β-Glucan Reverses the Epigenetic State of LPS-Induced Immunological Tolerance. Cell 2016",Monocyte,27863248.0,Cell,DON74_RPMI_D6_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2263032,GSM2263032,Homo sapiens,Blood,Stunnenberg HG
,H3K27ac,False,naive,,"Novakovic B, et al. β-Glucan Reverses the Epigenetic State of LPS-Induced Immunological Tolerance. Cell 2016",Monocyte,27863248.0,Cell,RPMI_1H_REP1_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2263026,GSM2263026,Homo sapiens,Blood,Stunnenberg HG
,H3K27ac,False,naive,,"Novakovic B, et al. β-Glucan Reverses the Epigenetic State of LPS-Induced Immunological Tolerance. Cell 2016",Monocyte,27863248.0,Cell,RPMI_4H_REP1_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2263019,GSM2263019,Homo sapiens,Blood,Stunnenberg HG
,H3K27ac,False,,,"Novakovic B, et al. β-Glucan Reverses the Epigenetic State of LPS-Induced Immunological Tolerance. Cell 2016",Monocyte,27863248.0,Cell,LPS_1H_REP2_H3K27AC,,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2263018,GSM2263018,Homo sapiens,Blood,Stunnenberg HG
